2020-06-06 - 06:51:52 - US 67.6.54.15 | Windows 10 | Chrome | Come from site :http://zera.sevens.ga/ | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36
2020-08-05 - 08:57:58 - US 98.225.71.50 | Android | Handheld Browser | Come from site :https://sevens.ga/ | user agent:Mozilla/5.0 (Linux; Android 4.3; SAMSUNG-SGH-I747 Build/JSS15J) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.111 Mobile Safari/537.36
2020-08-06 - 01:04:08 - US 67.6.86.221 | Windows 10 | Chrome | Come from site :https://sevens.ga/ | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36
2020-08-06 - 07:57:08 - US 67.6.86.221 | Windows 10 | Chrome | Come from site :https://sevens.ga/ | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36
2020-08-06 - 09:56:03 - US 67.6.86.221 | Windows 10 | Chrome | Come from site :https://sevens.ga/ | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36
2020-08-06 - 13:01:04 - US 161.129.155.4 | Windows 10 | Chrome | Come from site :https://sevens.ga/ | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36
2020-08-09 - 02:46:11 - US 161.129.155.4 | Windows 10 | Chrome | Come from site :https://sevens.ga/ | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36
2020-08-10 - 10:09:12 - US 67.6.74.189 | Windows 10 | Chrome | Come from site :https://sevens.ga/ | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36
2020-08-10 - 11:52:34 - DE 88.152.185.252 | Windows 10 | Chrome | Come from site :https://sevens.ga/ | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.125 Safari/537.36
2020-08-10 - 12:33:05 - US 67.6.74.189 | Windows 10 | Chrome | Come from site :https://sevens.ga/ | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36
2020-08-10 - 12:33:48 - US 73.25.144.202 | Windows 10 | Chrome | Come from site :https://sevens.ga/ | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36
2020-08-10 - 12:34:53 - US 67.6.74.189 | Windows 10 | Chrome | Come from site :https://sevens.ga/hub | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36
2020-08-10 - 13:43:40 - US 67.6.74.189 | Windows 10 | Chrome | Come from site :https://sevens.ga/ | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36
2020-08-11 - 11:28:24 - US 67.6.74.189 | Windows 10 | Chrome | Come from site :https://sevens.ga/ | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36
2020-08-16 - 06:29:27 - US 209.66.87.165 | Windows 10 | Chrome | Come from site :https://sevens.ga/ | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.117 Safari/537.36
2020-08-16 - 09:30:15 - DE 93.133.37.201 | Windows 10 | Chrome | Come from site :https://sevens.ga/ | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.125 Safari/537.36
2020-08-16 - 09:37:42 - DE 93.133.37.201 | Windows 10 | Chrome | Come from site :https://sevens.ga/ | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.125 Safari/537.36
2020-08-16 - 09:45:19 - US 67.6.74.189 | Windows 10 | Chrome | Come from site :https://sevens.ga/hub | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.125 Safari/537.36
2020-08-21 - 04:48:16 - US 65.154.226.109 | Linux | Chrome | Come from site :https://sevens.ga/ | user agent:Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/76.0.3809.100 Safari/537.36
2020-08-21 - 04:50:46 - US 65.155.30.101 | Windows 10 | Chrome | Come from site :https://www.sevens.ga/ | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.71 Safari/537.36
2020-08-21 - 04:52:26 - US 65.155.30.101 | Windows 10 | Chrome | Come from site :https://www.sevens.ga/ | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.71 Safari/537.36
2020-08-25 - 11:10:26 - CN 180.163.220.68 | Android | Handheld Browser | Come from site :https://sevens.ga/ | user agent:Mozilla/5.0 (Linux; U; Android 8.1.0; zh-CN; EML-AL00 Build/HUAWEIEML-AL00) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 baidu.sogo.uc.UCBrowser/11.9.4.974 UWS/2.13.1.48 Mobile Safari/537.36 AliApp(DingTalk/4.5.11) com.alibaba.android.rimet/10487439 Channel/227200 language/zh-CN
2020-08-25 - 11:10:33 - CN 42.236.10.93 | Android | Handheld Browser | Come from site :https://www.sevens.ga/ | user agent:Mozilla/5.0 (Linux; U; Android 8.1.0; zh-CN; EML-AL00 Build/HUAWEIEML-AL00) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 baidu.sogo.uc.UCBrowser/11.9.4.974 UWS/2.13.1.48 Mobile Safari/537.36 AliApp(DingTalk/4.5.11) com.alibaba.android.rimet/10487439 Channel/227200 language/zh-CN
2020-08-25 - 11:11:03 - CN 42.236.10.125 | Android | Handheld Browser | Come from site :https://www.sevens.ga/ | user agent:Mozilla/5.0 (Linux; U; Android 8.1.0; zh-CN; EML-AL00 Build/HUAWEIEML-AL00) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 baidu.sogo.uc.UCBrowser/11.9.4.974 UWS/2.13.1.48 Mobile Safari/537.36 AliApp(DingTalk/4.5.11) com.alibaba.android.rimet/10487439 Channel/227200 language/zh-CN
2020-08-25 - 11:11:04 - CN 42.236.10.114 | Android | Handheld Browser | Come from site :https://sevens.ga/ | user agent:Mozilla/5.0 (Linux; U; Android 8.1.0; zh-CN; EML-AL00 Build/HUAWEIEML-AL00) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 baidu.sogo.uc.UCBrowser/11.9.4.974 UWS/2.13.1.48 Mobile Safari/537.36 AliApp(DingTalk/4.5.11) com.alibaba.android.rimet/10487439 Channel/227200 language/zh-CN
2020-09-01 - 03:02:48 - CN 27.115.124.6 | Android | Handheld Browser | Come from site :https://sevens.ga/ | user agent:Mozilla/5.0 (Linux; U; Android 8.1.0; zh-CN; EML-AL00 Build/HUAWEIEML-AL00) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 baidu.sogo.uc.UCBrowser/11.9.4.974 UWS/2.13.1.48 Mobile Safari/537.36 AliApp(DingTalk/4.5.11) com.alibaba.android.rimet/10487439 Channel/227200 language/zh-CN
2020-09-01 - 16:49:30 - US 76.173.165.124 | Linux | Mozila | Come from site :https://sevens.ga/ | user agent:Mozilla/5.0 (X11; Linux x86_64; rv:79.0) Gecko/20100101 Firefox/79.0
2020-09-01 - 16:50:07 - US 76.173.165.124 | Linux | Mozila | Come from site :https://sevens.ga/ | user agent:Mozilla/5.0 (X11; Linux x86_64; rv:79.0) Gecko/20100101 Firefox/79.0
2020-09-02 - 01:56:11 - RU 188.243.164.254 | Windows 7 | Mozila | Come from site :https://sevens.ga/ | user agent:Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0)
2020-09-13 - 09:17:46 - US 66.220.149.7 | Linux | Chrome | Come from site :https://sevens.ga/?fbclid=IwAR3unvYqXsbDgs1LDlOjwg4gpfC0xYAbh0_JeEvNeVvTMvGQnHR2njH5nug | user agent:Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.88 Safari/537.36
2020-09-16 - 19:38:54 - US 67.6.99.249 | Windows 10 | Chrome | Come from site :https://sevens.ga/ | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36
2020-09-20 - 20:03:42 - US 67.6.99.249 | Windows 10 | Chrome | Come from site :https://sevens.ga/ | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36
2020-09-25 - 17:28:15 - US 67.6.99.249 | Windows 10 | Chrome | Come from site :https://sevens.ga/ | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36
2020-09-25 - 17:39:47 - US 67.6.99.249 | Windows 10 | Chrome | Come from site :https://sevens.ga/ | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36
2020-09-26 - 03:29:11 - US 76.173.165.124 | Linux | Mozila | Come from site :https://sevens.ga/ | user agent:Mozilla/5.0 (X11; Linux x86_64; rv:80.0) Gecko/20100101 Firefox/80.0
2020-09-27 - 15:00:16 - DE 5.146.192.143 | Windows 10 | Chrome | Come from site :https://sevens.ga/ | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36
2020-10-07 - 09:52:14 - US 108.217.194.82 | iPhone | Handheld Browser | Come from site :https://www.sevens.ga/ | user agent:Mozilla/5.0 (iPhone; CPU iPhone OS 14_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1
2020-10-09 - 08:37:47 - US 67.6.57.45 | Windows 10 | Chrome | Come from site :https://www.sevens.ga/ | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.75 Safari/537.36
2020-10-09 - 14:26:09 - US 52.36.125.174 | Unknown OS Platform | Mozila | Come from site :https://sevens.ga | user agent:LightspeedSystemsCrawler Mozilla/5.0 (Windows; U; MSIE 9.0; Windows NT 9.0; en-US)
2020-10-09 - 18:17:08 - US 52.36.251.200 | Unknown OS Platform | Mozila | Come from site :https://auroraservers.net | user agent:LightspeedSystemsCrawler Mozilla/5.0 (Windows; U; MSIE 9.0; Windows NT 9.0; en-US)
2020-10-13 - 16:24:21 - US 67.6.57.45 | Windows 10 | Chrome | Come from site :https://www.sevens.ga/ | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.75 Safari/537.36
2020-10-13 - 20:30:34 - AR 181.228.36.100 | Windows 10 | Mozila | Come from site :https://www.sevens.ga/ | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0
2020-10-14 - 16:40:21 - US 98.203.137.201 | Android | Handheld Browser | Come from site :https://www.sevens.ga/ | user agent:Mozilla/5.0 (Linux; Android 10; LM-Q720) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.75 Mobile Safari/537.36
2020-10-14 - 16:44:39 - US 98.203.137.201 | Android | Handheld Browser | Come from site :https://sevens.ga/ | user agent:Mozilla/5.0 (Linux; Android 10; LM-Q720) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.75 Mobile Safari/537.36
2020-10-20 - 03:22:38 - US 205.169.39.52 | Windows 10 | Chrome | Come from site :https://sevens.ga/ | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.71 Safari/537.36
2020-10-22 - 18:54:42 - US 47.227.234.161 | Android | Handheld Browser | Come from site :https://sevens.ga/ | user agent:Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-G981U1) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/12.1 Chrome/79.0.3945.136 Mobile Safari/537.36
2020-10-23 - 13:39:20 - RU 77.88.5.6 | Unknown OS Platform | BOT Browser | Come from site :dirrect connection | user agent:Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
2020-11-01 - 01:40:27 - US 67.6.57.45 | Windows 10 | Chrome | Come from site :https://sevens.ga/ | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36
2020-11-01 - 01:40:52 - US 68.183.151.40 | Linux | Chrome | Come from site :dirrect connection | user agent:Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2227.0 Safari/537.36
2020-11-01 - 01:40:52 - US 68.183.151.40 | Linux | Chrome | Come from site :dirrect connection | user agent:Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2227.0 Safari/537.36
2020-11-02 - 13:30:40 - US 216.244.66.226 | Unknown OS Platform | BOT Browser | Come from site :dirrect connection | user agent:Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)
2020-11-05 - 06:35:08 - US 67.6.57.45 | Windows 10 | Chrome | Come from site :https://sevens.ga/ | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36
2020-11-05 - 06:42:41 - US 67.6.57.45 | Windows 10 | Chrome | Come from site :https://sevens.ga/ | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36
2020-11-05 - 06:44:23 - US 67.6.57.45 | Windows 10 | Chrome | Come from site :https://sevens.ga/hub | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36
2020-11-05 - 18:30:54 -  ::1 | Windows 10 | Chrome | Come from site :dirrect connection | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36
2020-11-05 - 18:35:09 -  ::1 | Windows 10 | Chrome | Come from site :dirrect connection | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36
2020-11-05 - 18:35:33 -  ::1 | Windows 10 | Chrome | Come from site :dirrect connection | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36
2020-11-05 - 18:35:42 -  ::1 | Windows 10 | Chrome | Come from site :dirrect connection | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36
2020-11-05 - 18:35:53 -  ::1 | Windows 10 | Chrome | Come from site :dirrect connection | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36
2020-11-05 - 18:36:22 -  ::1 | Windows 10 | Chrome | Come from site :http://localhost/t1/ | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36
2020-11-05 - 18:36:35 -  ::1 | Windows 10 | Chrome | Come from site :http://localhost/t1/ | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36
2020-11-05 - 18:36:37 -  ::1 | Windows 10 | Chrome | Come from site :http://localhost/t1/ | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36
2020-11-05 - 18:36:50 -  ::1 | Windows 10 | Chrome | Come from site :dirrect connection | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36
2020-11-05 - 18:37:26 -  ::1 | Windows 10 | Chrome | Come from site :dirrect connection | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36
2020-11-05 - 18:37:34 -  ::1 | Windows 10 | Chrome | Come from site :dirrect connection | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36
2020-11-05 - 18:37:42 -  ::1 | Windows 10 | Chrome | Come from site :dirrect connection | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36
2020-11-05 - 18:38:18 -  ::1 | Windows 10 | Chrome | Come from site :dirrect connection | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36
2020-11-05 - 18:38:40 -  ::1 | Windows 10 | Chrome | Come from site :dirrect connection | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36
2020-11-05 - 18:38:54 -  ::1 | Windows 10 | Chrome | Come from site :dirrect connection | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36
2020-11-05 - 18:39:29 -  ::1 | Windows 10 | Chrome | Come from site :dirrect connection | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36
2020-11-05 - 18:39:56 -  ::1 | Windows 10 | Edge | Come from site :dirrect connection | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.18362
2020-11-05 - 18:41:01 -  ::1 | Windows 10 | Chrome | Come from site :dirrect connection | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36
2020-11-05 - 18:41:24 -  ::1 | Windows 10 | Chrome | Come from site :dirrect connection | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36
2020-11-05 - 18:45:00 -  ::1 | Windows 10 | Chrome | Come from site :dirrect connection | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36
2020-11-05 - 18:45:03 -  ::1 | Windows 10 | Chrome | Come from site :dirrect connection | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36
2020-11-05 - 18:45:05 -  ::1 | Windows 10 | Chrome | Come from site :dirrect connection | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36
2020-11-05 - 18:45:06 -  ::1 | Windows 10 | Chrome | Come from site :dirrect connection | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36
2020-11-05 - 18:45:06 -  ::1 | Windows 10 | Chrome | Come from site :dirrect connection | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36
2020-11-05 - 18:45:06 -  ::1 | Windows 10 | Chrome | Come from site :dirrect connection | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36
2020-11-05 - 18:45:07 -  ::1 | Windows 10 | Chrome | Come from site :dirrect connection | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36
2020-11-05 - 18:45:08 -  ::1 | Windows 10 | Chrome | Come from site :dirrect connection | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36
2020-11-05 - 18:51:13 -  ::1 | Windows 10 | Chrome | Come from site :dirrect connection | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36
2020-11-05 - 18:51:14 -  ::1 | Windows 10 | Chrome | Come from site :dirrect connection | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36
2020-11-05 - 18:51:14 -  ::1 | Windows 10 | Chrome | Come from site :dirrect connection | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36
2020-11-05 - 18:51:15 -  ::1 | Windows 10 | Chrome | Come from site :dirrect connection | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36
2020-11-05 - 18:51:16 -  ::1 | Windows 10 | Chrome | Come from site :dirrect connection | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36
2020-11-05 - 18:51:16 -  ::1 | Windows 10 | Chrome | Come from site :dirrect connection | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36
2020-11-05 - 18:51:17 -  ::1 | Windows 10 | Chrome | Come from site :dirrect connection | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36
2020-11-05 - 18:51:18 -  ::1 | Windows 10 | Chrome | Come from site :dirrect connection | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36
2020-11-05 - 18:51:18 -  ::1 | Windows 10 | Chrome | Come from site :dirrect connection | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36
2020-11-05 - 18:51:19 -  ::1 | Windows 10 | Chrome | Come from site :dirrect connection | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36
2020-11-05 - 18:51:19 -  ::1 | Windows 10 | Chrome | Come from site :dirrect connection | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36
2020-11-05 - 18:53:23 -  ::1 | Windows 10 | Chrome | Come from site :dirrect connection | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36
2020-11-05 - 18:53:33 -  ::1 | Windows 10 | Chrome | Come from site :dirrect connection | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36
2020-11-05 - 18:54:38 -  ::1 | Windows 10 | Edge | Come from site :dirrect connection | user agent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.18362
